Jun 22 11:03:40.646 WARN Ethereum 2.0 is pre-release. This software is experimental.
Jun 22 11:03:40.646 INFO Using default testnet                   default: witti-v0-11-3
Jun 22 22:02:54.001 INFO Synced                                  slot: 193214, block: 0xd472…0762, epoch: 6037, finalized_epoch: 6033, finalized_root: 0x5ba5…20d1, peers: 59, service: slot_notifier
Jun 22 22:03:06.001 INFO Synced                                  slot: 193215, block:    …  empty, epoch: 6037, finalized_epoch: 6033, finalized_root: 0x5ba5…20d1, peers: 59, service: slot_notifier
Jun 22 22:03:12.872 INFO New block received                      hash: 0xe799…45a5, slot: 193216, service: router
Jun 22 22:03:18.001 INFO Synced                                  slot: 193216, block: 0xe799…45a5, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:03:30.001 INFO Synced                                  slot: 193217, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:03:42.002 INFO Synced                                  slot: 193218, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:03:48.898 INFO New block received                      hash: 0x28fd…f841, slot: 193219, service: router
Jun 22 22:03:54.002 INFO Synced                                  slot: 193219, block: 0x28fd…f841, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:04:06.001 INFO Synced                                  slot: 193220, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:04:18.001 INFO Synced                                  slot: 193221, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:04:30.001 INFO Synced                                  slot: 193222, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:04:36.944 INFO New block received                      hash: 0x4e2b…eb11, slot: 193223, service: router
Jun 22 22:04:42.001 INFO Synced                                  slot: 193223, block: 0x4e2b…eb11, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:04:54.002 INFO Synced                                  slot: 193224, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:05:00.840 INFO New block received                      hash: 0x3d16…2cb7, slot: 193225, service: router
Jun 22 22:05:06.002 INFO Synced                                  slot: 193225, block: 0x3d16…2cb7, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:05:18.001 INFO Synced                                  slot: 193226, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:05:23.673 INFO New block received                      hash: 0xc56c…d6c1, slot: 193226, service: router
Jun 22 22:05:25.292 INFO New block received                      hash: 0x62f7…2daf, slot: 193227, service: router
Jun 22 22:05:30.002 INFO Synced                                  slot: 193227, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:05:36.955 INFO New block received                      hash: 0x075e…102d, slot: 193228, service: router
Jun 22 22:05:42.001 INFO Synced                                  slot: 193228, block: 0x075e…102d, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:05:48.763 INFO New block received                      hash: 0xfab4…aa12, slot: 193229, service: router
Jun 22 22:05:54.001 INFO Synced                                  slot: 193229, block: 0xfab4…aa12, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:06:00.806 INFO New block received                      hash: 0x559c…d3e2, slot: 193230, service: router
Jun 22 22:06:06.002 INFO Synced                                  slot: 193230, block: 0x559c…d3e2, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:06:18.002 INFO Synced                                  slot: 193231, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:06:30.002 INFO Synced                                  slot: 193232, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:06:42.001 INFO Synced                                  slot: 193233, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:06:54.001 INFO Synced                                  slot: 193234, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:07:01.177 INFO New block received                      hash: 0x970f…9ba0, slot: 193235, service: router
Jun 22 22:07:06.001 INFO Synced                                  slot: 193235, block: 0x970f…9ba0, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:07:12.841 INFO New block received                      hash: 0x822b…ccb1, slot: 193236, service: router
Jun 22 22:07:18.001 INFO Synced                                  slot: 193236, block: 0x822b…ccb1, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:07:30.001 INFO Synced                                  slot: 193237, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:07:42.001 INFO Synced                                  slot: 193238, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:07:54.001 INFO Synced                                  slot: 193239, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:08:01.907 INFO New block received                      hash: 0x13c4…9647, slot: 193240, service: router
Jun 22 22:08:06.002 INFO Synced                                  slot: 193240, block: 0x13c4…9647, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:08:12.856 INFO New block received                      hash: 0x1fec…84eb, slot: 193241, service: router
Jun 22 22:08:18.001 INFO Synced                                  slot: 193241, block: 0x1fec…84eb, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:08:30.001 INFO Synced                                  slot: 193242, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:08:36.214 INFO New block received                      hash: 0xb1d8…1fee, slot: 193243, service: router
Jun 22 22:08:42.001 INFO Synced                                  slot: 193243, block: 0xb1d8…1fee, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:08:48.764 INFO New block received                      hash: 0x0518…3da4, slot: 193244, service: router
Jun 22 22:08:54.002 INFO Synced                                  slot: 193244, block: 0x0518…3da4, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:09:06.001 INFO Synced                                  slot: 193245, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:09:18.001 INFO Synced                                  slot: 193246, block:    …  empty, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:09:24.791 INFO New block received                      hash: 0x498d…a123, slot: 193247, service: router
Jun 22 22:09:30.001 INFO Synced                                  slot: 193247, block: 0x498d…a123, epoch: 6038, finalized_epoch: 6034, finalized_root: 0x69ff…86b0, peers: 59, service: slot_notifier
Jun 22 22:09:38.095 INFO New block received                      hash: 0x836d…e89c, slot: 193248, service: router
Jun 22 22:09:42.001 INFO Synced                                  slot: 193248, block: 0x836d…e89c, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:09:54.002 INFO Synced                                  slot: 193249, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:10:06.001 INFO Synced                                  slot: 193250, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:10:18.002 INFO Synced                                  slot: 193251, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:10:24.956 INFO New block received                      hash: 0x9c02…d6c7, slot: 193252, service: router
Jun 22 22:10:30.003 INFO Synced                                  slot: 193252, block: 0x9c02…d6c7, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:10:42.003 INFO Synced                                  slot: 193253, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:10:47.680 INFO New block received                      hash: 0x171b…2dc7, slot: 193253, service: router
Jun 22 22:10:54.005 INFO Synced                                  slot: 193254, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:11:00.857 INFO New block received                      hash: 0xa133…0a3d, slot: 193255, service: router
Jun 22 22:11:06.002 INFO Synced                                  slot: 193255, block: 0xa133…0a3d, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:11:15.505 INFO New block received                      hash: 0x7bf2…bcb6, slot: 193256, service: router
Jun 22 22:11:18.003 INFO Synced                                  slot: 193256, block: 0x7bf2…bcb6, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:11:24.825 INFO New block received                      hash: 0xd9e9…d1fa, slot: 193257, service: router
Jun 22 22:11:30.002 INFO Synced                                  slot: 193257, block: 0xd9e9…d1fa, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:11:37.781 INFO New block received                      hash: 0xe139…67c7, slot: 193258, service: router
Jun 22 22:11:42.003 INFO Synced                                  slot: 193258, block: 0xe139…67c7, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:11:54.002 INFO Synced                                  slot: 193259, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:12:06.001 INFO Synced                                  slot: 193260, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:12:08.628 WARN RPC Error                               client: Nimbus: version: 0.0.1, os_version: unknown, error: Negotiation timeout, request_id: Router, peer_id: 16Uiu2HAmHqEVjCEccUK8JDH9GXyLZ9xswoad35RGHerEWrGFkbuN, service: router
Jun 22 22:12:18.001 INFO Synced                                  slot: 193261, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:12:24.658 INFO New block received                      hash: 0x3f50…399e, slot: 193262, service: router
Jun 22 22:12:30.001 INFO Synced                                  slot: 193262, block: 0x3f50…399e, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:12:36.344 INFO New block received                      hash: 0xa368…989b, slot: 193263, service: router
Jun 22 22:12:42.001 INFO Synced                                  slot: 193263, block: 0xa368…989b, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:12:54.002 INFO Synced                                  slot: 193264, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:13:00.399 INFO New block received                      hash: 0x3439…c2c9, slot: 193265, service: router
Jun 22 22:13:06.002 INFO Synced                                  slot: 193265, block: 0x3439…c2c9, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:13:18.001 INFO Synced                                  slot: 193266, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:13:30.001 INFO Synced                                  slot: 193267, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:13:35.608 INFO New block received                      hash: 0xc609…3830, slot: 193268, service: router
Jun 22 22:13:35.665 WARN Invalid gossip beacon block             block slot: 193268, block root: 0xc609…3830, outcome: FutureSlot { present_slot: Slot(193267), block_slot: Slot(193268) }
Jun 22 22:13:42.001 INFO Synced                                  slot: 193268, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:13:54.001 INFO Synced                                  slot: 193269, block: 0xde42…501c, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:14:00.677 INFO New block received                      hash: 0x8e1d…b2ec, slot: 193270, service: router
Jun 22 22:14:06.002 INFO Synced                                  slot: 193270, block: 0x8e1d…b2ec, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:14:18.001 INFO Synced                                  slot: 193271, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:14:24.562 INFO New block received                      hash: 0x0fd2…9b24, slot: 193272, service: router
Jun 22 22:14:30.001 INFO Synced                                  slot: 193272, block: 0x0fd2…9b24, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:14:36.686 INFO New block received                      hash: 0x8579…b394, slot: 193273, service: router
Jun 22 22:14:42.001 INFO Synced                                  slot: 193273, block: 0x8579…b394, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:14:48.350 INFO New block received                      hash: 0x9a8a…b51e, slot: 193274, service: router
Jun 22 22:14:54.001 INFO Synced                                  slot: 193274, block: 0x9a8a…b51e, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:15:00.513 INFO New block received                      hash: 0xa855…2062, slot: 193275, service: router
Jun 22 22:15:06.001 INFO Synced                                  slot: 193275, block: 0xa855…2062, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:15:18.001 INFO Synced                                  slot: 193276, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:15:30.001 INFO Synced                                  slot: 193277, block:    …  empty, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:15:37.192 INFO New block received                      hash: 0x1f9c…df26, slot: 193278, service: router
Jun 22 22:15:42.001 INFO Synced                                  slot: 193278, block: 0x1f9c…df26, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:15:48.822 INFO New block received                      hash: 0x272b…6a1c, slot: 193279, service: router
Jun 22 22:15:54.001 INFO Synced                                  slot: 193279, block: 0x272b…6a1c, epoch: 6039, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:16:06.001 INFO Synced                                  slot: 193280, block:    …  empty, epoch: 6040, finalized_epoch: 6035, finalized_root: 0x1834…7674, peers: 59, service: slot_notifier
Jun 22 22:16:12.429 INFO New block received                      hash: 0xade1…d767, slot: 193281, service: router
Jun 22 22:16:18.001 INFO Synced                                  slot: 193281, block: 0xade1…d767, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:16:24.688 INFO New block received                      hash: 0xd08c…9713, slot: 193282, service: router
Jun 22 22:16:30.001 INFO Synced                                  slot: 193282, block: 0xd08c…9713, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:16:42.001 INFO Synced                                  slot: 193283, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:16:48.693 INFO New block received                      hash: 0xa1a0…8b64, slot: 193284, service: router
Jun 22 22:16:54.001 INFO Synced                                  slot: 193284, block: 0xa1a0…8b64, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:17:06.002 INFO Synced                                  slot: 193285, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:17:08.630 WARN RPC Error                               client: Nimbus: version: 0.0.1, os_version: unknown, error: Negotiation timeout, request_id: Router, peer_id: 16Uiu2HAmHqEVjCEccUK8JDH9GXyLZ9xswoad35RGHerEWrGFkbuN, service: router
Jun 22 22:17:12.531 INFO New block received                      hash: 0xbbf4…9d39, slot: 193286, service: router
Jun 22 22:17:18.001 INFO Synced                                  slot: 193286, block: 0xbbf4…9d39, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:17:30.001 INFO Synced                                  slot: 193287, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:17:36.638 INFO New block received                      hash: 0x5259…dc69, slot: 193288, service: router
Jun 22 22:17:42.002 INFO Synced                                  slot: 193288, block: 0x5259…dc69, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:17:54.001 INFO Synced                                  slot: 193289, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:18:00.429 INFO New block received                      hash: 0xc9c1…ff06, slot: 193290, service: router
Jun 22 22:18:06.002 INFO Synced                                  slot: 193290, block: 0xc9c1…ff06, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:18:12.468 INFO New block received                      hash: 0xeabc…ec52, slot: 193291, service: router
Jun 22 22:18:18.001 INFO Synced                                  slot: 193291, block: 0xeabc…ec52, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:18:24.587 INFO New block received                      hash: 0xc7e3…61dc, slot: 193292, service: router
Jun 22 22:18:30.001 INFO Synced                                  slot: 193292, block: 0xc7e3…61dc, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:18:36.446 INFO New block received                      hash: 0xd969…73d9, slot: 193293, service: router
Jun 22 22:18:42.001 INFO Synced                                  slot: 193293, block: 0xd969…73d9, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:18:48.351 INFO New block received                      hash: 0x0713…c02c, slot: 193294, service: router
Jun 22 22:18:54.002 INFO Synced                                  slot: 193294, block: 0x0713…c02c, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:19:00.475 INFO New block received                      hash: 0x90d0…1a57, slot: 193295, service: router
Jun 22 22:19:06.001 INFO Synced                                  slot: 193295, block: 0x90d0…1a57, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:19:18.001 INFO Synced                                  slot: 193296, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:19:30.001 INFO Synced                                  slot: 193297, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:19:36.532 INFO New block received                      hash: 0x1812…96cf, slot: 193298, service: router
Jun 22 22:19:42.001 INFO Synced                                  slot: 193298, block: 0x1812…96cf, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:19:48.370 INFO New block received                      hash: 0x02b5…532e, slot: 193299, service: router
Jun 22 22:19:54.001 INFO Synced                                  slot: 193299, block: 0x02b5…532e, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:20:00.649 INFO New block received                      hash: 0x34cb…46cd, slot: 193300, service: router
Jun 22 22:20:06.001 INFO Synced                                  slot: 193300, block: 0x34cb…46cd, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:20:18.001 INFO Synced                                  slot: 193301, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:20:24.672 INFO New block received                      hash: 0xefae…2976, slot: 193302, service: router
Jun 22 22:20:30.001 INFO Synced                                  slot: 193302, block: 0xefae…2976, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:20:36.362 INFO New block received                      hash: 0x0662…d348, slot: 193303, service: router
Jun 22 22:20:42.001 INFO Synced                                  slot: 193303, block: 0x0662…d348, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:20:48.352 INFO New block received                      hash: 0xfadd…5800, slot: 193304, service: router
Jun 22 22:20:54.001 INFO Synced                                  slot: 193304, block: 0xfadd…5800, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:21:06.001 INFO Synced                                  slot: 193305, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:21:12.600 INFO New block received                      hash: 0x431f…31b7, slot: 193306, service: router
Jun 22 22:21:18.001 INFO Synced                                  slot: 193306, block: 0x431f…31b7, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:21:24.344 INFO New block received                      hash: 0x046c…eefa, slot: 193307, service: router
Jun 22 22:21:30.001 INFO Synced                                  slot: 193307, block: 0x046c…eefa, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:21:36.600 INFO New block received                      hash: 0xff06…98fa, slot: 193308, service: router
Jun 22 22:21:42.001 INFO Synced                                  slot: 193308, block: 0xff06…98fa, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:21:54.001 INFO Synced                                  slot: 193309, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:22:00.370 INFO New block received                      hash: 0xc13f…0eb3, slot: 193310, service: router
Jun 22 22:22:06.001 INFO Synced                                  slot: 193310, block: 0xc13f…0eb3, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:22:08.632 WARN RPC Error                               client: Nimbus: version: 0.0.1, os_version: unknown, error: Negotiation timeout, request_id: Router, peer_id: 16Uiu2HAmHqEVjCEccUK8JDH9GXyLZ9xswoad35RGHerEWrGFkbuN, service: router
Jun 22 22:22:18.002 INFO Synced                                  slot: 193311, block:    …  empty, epoch: 6040, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:22:25.712 INFO New block received                      hash: 0x9b1e…11d6, slot: 193312, service: router
Jun 22 22:22:30.002 INFO Synced                                  slot: 193312, block: 0x9b1e…11d6, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:22:36.620 INFO New block received                      hash: 0x6269…0fa2, slot: 193313, service: router
Jun 22 22:22:42.001 INFO Synced                                  slot: 193313, block: 0x6269…0fa2, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:22:54.001 INFO Synced                                  slot: 193314, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:23:00.503 INFO New block received                      hash: 0xe3e7…ab8a, slot: 193315, service: router
Jun 22 22:23:06.001 INFO Synced                                  slot: 193315, block: 0xe3e7…ab8a, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:23:18.002 INFO Synced                                  slot: 193316, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:23:30.001 INFO Synced                                  slot: 193317, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:23:36.509 INFO New block received                      hash: 0x5373…7f6e, slot: 193318, service: router
Jun 22 22:23:42.001 INFO Synced                                  slot: 193318, block: 0x5373…7f6e, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:23:48.433 INFO New block received                      hash: 0x8a57…b800, slot: 193319, service: router
Jun 22 22:23:54.001 INFO Synced                                  slot: 193319, block: 0x8a57…b800, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:24:00.499 INFO New block received                      hash: 0x0502…efaa, slot: 193320, service: router
Jun 22 22:24:06.002 INFO Synced                                  slot: 193320, block: 0x0502…efaa, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:24:12.436 INFO New block received                      hash: 0x821b…e11a, slot: 193321, service: router
Jun 22 22:24:18.002 INFO Synced                                  slot: 193321, block: 0x821b…e11a, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:24:24.487 INFO New block received                      hash: 0x0387…ddf1, slot: 193322, service: router
Jun 22 22:24:30.001 INFO Synced                                  slot: 193322, block: 0x0387…ddf1, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:24:42.001 INFO Synced                                  slot: 193323, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:24:54.002 INFO Synced                                  slot: 193324, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:25:00.402 INFO New block received                      hash: 0xc15f…d7d5, slot: 193325, service: router
Jun 22 22:25:06.001 INFO Synced                                  slot: 193325, block: 0xc15f…d7d5, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:25:12.421 INFO New block received                      hash: 0xdfbe…deec, slot: 193326, service: router
Jun 22 22:25:18.001 INFO Synced                                  slot: 193326, block: 0xdfbe…deec, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:25:24.436 INFO New block received                      hash: 0xa43c…ec52, slot: 193327, service: router
