2020-06-23 11:20:16  Starting OpenEthereum/v3.0.1-stable-8ca8089e9b-20200601/x86_64-unknown-linux-gnu/rustc1.43.1
2020-06-23 11:20:16  Keys path /home/user/.local/share/io.parity.ethereum/keys/goerli
2020-06-23 11:20:16  DB path /home/user/.local/share/io.parity.ethereum/chains/goerli/db/b1d518969eab529d
2020-06-23 11:20:16  State DB configuration: fast
2020-06-23 11:20:16  Operating mode: active
2020-06-23 11:20:16  Configured for Görli Testnet using Clique engine
2020-06-23 11:20:16  Updater is deprecated and may be removed in a future release. Please see #11696 for details:
https://github.com/openethereum/openethereum/issues/11696
2020-06-23 11:20:21  Public node URL: enode://8c5c4dec9a0728c7058d3c29698bae888adc244e443cebc21f3d708a20751511acbf98a52b5e5ea472f8715c658913e8084123461fd187a4980a0600420b0791@10.67.38.7:30303
2020-06-23 11:20:46     0/25 peers   920 bytes chain   91 KiB db  0 bytes queue 752 bytes sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:08:17  Syncing #2826286 0x8247…1184   107.98 blk/s  121.0 tx/s   52.4 Mgas/s      0+13828 Qed  #2840122   38/50 peers      5 MiB chain  184 MiB db   87 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:08:22  Syncing #2826772 0xddf6…20b0    98.00 blk/s  147.2 tx/s   62.7 Mgas/s      0+13348 Qed  #2840122   38/50 peers      5 MiB chain  184 MiB db   84 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:08:27  Syncing #2827281 0x8542…37a1   101.80 blk/s  160.8 tx/s   70.8 Mgas/s      0+12832 Qed  #2840122   38/50 peers      5 MiB chain  184 MiB db   80 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:08:32  Syncing #2827731 0x69f8…7fcb    90.00 blk/s  130.6 tx/s   54.0 Mgas/s      0+12388 Qed  #2840122   38/50 peers      5 MiB chain  184 MiB db   78 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:08:37  Syncing #2828250 0xe56d…7f13   103.76 blk/s  132.5 tx/s   62.3 Mgas/s      0+11860 Qed  #2840122   38/50 peers      5 MiB chain  184 MiB db   74 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:08:42  Syncing #2828706 0xeff1…ebe0    91.05 blk/s  142.7 tx/s   44.2 Mgas/s      0+11416 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   72 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:08:47  Syncing #2829132 0x6515…8d26    85.40 blk/s  104.2 tx/s   51.4 Mgas/s      0+10984 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   69 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:08:52  Syncing #2829522 0x3e47…5c9e    78.02 blk/s   85.8 tx/s   39.7 Mgas/s      0+10588 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   67 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:08:57  Syncing #2829902 0x7723…7536    76.00 blk/s  126.6 tx/s   37.8 Mgas/s      0+10216 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   65 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:02  Syncing #2830323 0xdfb4…22b0    84.20 blk/s  134.6 tx/s   40.4 Mgas/s      0+ 9796 Qed  #2840122   38/50 peers      4 MiB chain  185 MiB db   63 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:07  Syncing #2830703 0xddb2…c587    75.98 blk/s   74.8 tx/s   35.0 Mgas/s      0+ 9412 Qed  #2840122   38/50 peers      4 MiB chain  185 MiB db   61 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:12  Syncing #2831082 0xcd04…48f8    75.82 blk/s   67.0 tx/s   33.4 Mgas/s      0+ 9028 Qed  #2840122   38/50 peers      4 MiB chain  185 MiB db   59 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:17  Syncing #2831432 0x5808…9fd4    70.00 blk/s   66.8 tx/s   32.4 Mgas/s      0+ 8680 Qed  #2840122   38/50 peers      4 MiB chain  185 MiB db   57 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:22  Syncing #2831831 0x12fa…a177    79.78 blk/s   86.6 tx/s   42.8 Mgas/s      0+ 8284 Qed  #2840122   38/50 peers      4 MiB chain  185 MiB db   54 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:27  Syncing #2832230 0x92a8…f62e    79.80 blk/s  101.0 tx/s   42.5 Mgas/s      0+ 7888 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   52 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:32  Syncing #2832600 0x4a3f…d7af    74.00 blk/s   98.8 tx/s   35.7 Mgas/s      0+ 7516 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   50 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:37  Syncing #2832971 0x2e3b…faf7    74.20 blk/s   86.0 tx/s   38.5 Mgas/s      0+ 7144 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   48 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:42  Syncing #2833363 0x9c6a…f7e6    78.40 blk/s   92.0 tx/s   39.3 Mgas/s      0+ 6748 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   46 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:47  Syncing #2833751 0xdbb9…92ec    77.57 blk/s  108.2 tx/s   39.2 Mgas/s      0+ 6364 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   43 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:52  Syncing #2834123 0x1557…14c2    74.24 blk/s   89.9 tx/s   36.5 Mgas/s      0+ 5992 Qed  #2840122   38/50 peers      4 MiB chain  184 MiB db   41 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:09:57  Syncing #2834469 0x9295…0007    69.40 blk/s  128.4 tx/s   32.4 Mgas/s    496+ 9371 Qed  #2844345   38/50 peers      4 MiB chain  184 MiB db   76 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:02  Syncing #2834829 0xeac3…5729    72.01 blk/s  112.8 tx/s   33.4 Mgas/s      0+ 9507 Qed  #2844345   38/50 peers      4 MiB chain  184 MiB db   75 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:07  Syncing #2835162 0x9819…7cda    65.00 blk/s   84.6 tx/s   37.4 Mgas/s      0+ 9171 Qed  #2844345   38/50 peers      4 MiB chain  184 MiB db   73 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:12  Syncing #2835485 0xdea5…5957    66.21 blk/s  123.8 tx/s   38.3 Mgas/s      0+ 8859 Qed  #2844345   38/50 peers      4 MiB chain  184 MiB db   71 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:17  Syncing #2835932 0xffc8…7d8a    89.40 blk/s  122.2 tx/s   44.6 Mgas/s      0+ 8403 Qed  #2844345   38/50 peers      4 MiB chain  185 MiB db   68 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:22  Syncing #2836421 0x3f7b…a869    97.80 blk/s  177.8 tx/s   52.8 Mgas/s      0+ 7923 Qed  #2844345   38/50 peers      4 MiB chain  185 MiB db   65 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:27  Syncing #2836802 0x82b3…d283    76.20 blk/s  114.0 tx/s   39.9 Mgas/s      0+ 7539 Qed  #2844345   38/50 peers      4 MiB chain  185 MiB db   63 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:32  Syncing #2837260 0xd3af…5b4c    91.60 blk/s  107.4 tx/s   43.2 Mgas/s      0+ 7083 Qed  #2844345   38/50 peers      4 MiB chain  185 MiB db   60 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:37  Syncing #2837617 0x9c7c…dd7e    71.39 blk/s  228.6 tx/s   77.9 Mgas/s      0+ 6723 Qed  #2844345   38/50 peers      4 MiB chain  185 MiB db   56 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:42  Syncing #2837972 0xcf17…4862    71.01 blk/s  162.6 tx/s   49.4 Mgas/s      0+ 6363 Qed  #2844345   38/50 peers      4 MiB chain  185 MiB db   53 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:47  Syncing #2838283 0xda9e…152f    62.18 blk/s  145.1 tx/s   41.7 Mgas/s      0+ 6051 Qed  #2844345   38/50 peers      4 MiB chain  185 MiB db   51 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:52  Syncing #2838611 0xe610…b6d9    65.60 blk/s  175.4 tx/s   42.7 Mgas/s      0+ 5727 Qed  #2844345   38/50 peers      4 MiB chain  185 MiB db   48 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:10:57  Syncing #2838924 0x35c5…fe5c    62.59 blk/s  151.8 tx/s   42.9 Mgas/s      0+ 5415 Qed  #2844345   38/50 peers      4 MiB chain  184 MiB db   45 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:02  Syncing #2839282 0x7eac…ff66    71.60 blk/s  162.2 tx/s   46.2 Mgas/s      0+ 5055 Qed  #2844345   38/50 peers      4 MiB chain  184 MiB db   43 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:07  Syncing #2839626 0x2ea0…9c29    68.76 blk/s  175.3 tx/s   40.0 Mgas/s      0+ 4707 Qed  #2844345   38/50 peers      4 MiB chain  184 MiB db   40 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:12  Syncing #2839978 0x8df1…f9d1    70.21 blk/s  121.2 tx/s   41.9 Mgas/s    155+ 7445 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   74 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:17  Syncing #2840281 0x6b14…3299    60.76 blk/s  124.3 tx/s   45.3 Mgas/s      0+ 9482 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   98 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:22  Syncing #2840652 0x3aef…539c    74.16 blk/s  207.5 tx/s   45.0 Mgas/s      0+ 9110 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   95 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:27  Syncing #2841072 0x2588…dda7    84.00 blk/s  198.6 tx/s   48.2 Mgas/s      0+ 8690 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   93 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:32  Syncing #2841364 0x6984…716e    58.38 blk/s  164.5 tx/s   37.6 Mgas/s      0+ 8402 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   91 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:37  Syncing #2841790 0x6b9f…30f0    85.13 blk/s  135.9 tx/s   41.0 Mgas/s      0+ 7970 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   88 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:42  Syncing #2842262 0x1113…909d    94.40 blk/s  150.0 tx/s   52.5 Mgas/s      0+ 7502 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   85 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:47  Syncing #2842623 0x7858…e395    72.20 blk/s  164.0 tx/s   42.8 Mgas/s      0+ 7142 Qed  #2849768   38/50 peers      5 MiB chain  184 MiB db   83 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:52  Syncing #2842982 0x7cfc…81c1    71.80 blk/s  161.2 tx/s   42.5 Mgas/s      0+ 6782 Qed  #2849768   38/50 peers      5 MiB chain  184 MiB db   80 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:11:57  Syncing #2843281 0x0ec8…a546    59.80 blk/s  242.6 tx/s   59.3 Mgas/s      0+ 6482 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   76 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:02  Syncing #2843509 0x6ba7…1178    45.60 blk/s  249.0 tx/s   68.1 Mgas/s      0+ 6254 Qed  #2849768   38/50 peers      4 MiB chain  185 MiB db   71 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:07  Syncing #2843862 0x221a…0282    70.60 blk/s  206.0 tx/s   51.6 Mgas/s      0+ 5894 Qed  #2849768   38/50 peers      4 MiB chain  185 MiB db   68 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:12  Syncing #2844231 0x655b…ab0b    73.80 blk/s  189.8 tx/s   51.4 Mgas/s      0+ 5534 Qed  #2849768   38/50 peers      5 MiB chain  185 MiB db   65 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:17  Syncing #2844416 0xfa50…0356    36.96 blk/s  281.7 tx/s   64.7 Mgas/s      0+ 5342 Qed  #2849768   38/50 peers      4 MiB chain  185 MiB db   61 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:22  Syncing #2844647 0x748e…25d8    45.99 blk/s  284.9 tx/s   67.6 Mgas/s      0+ 5114 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   57 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:27  Syncing #2845036 0x33b9…c2ef    78.00 blk/s  152.4 tx/s   44.4 Mgas/s      0+ 4730 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   54 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:32  Syncing #2845243 0x840f…cf99    41.20 blk/s  266.2 tx/s   63.9 Mgas/s      0+ 4514 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   51 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:37  Syncing #2845517 0xaed7…6132    55.00 blk/s  111.2 tx/s   36.4 Mgas/s      0+ 4250 Qed  #2849768   38/50 peers      4 MiB chain  185 MiB db   49 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:42  Syncing #2845582 0xb29b…9f3c    13.00 blk/s   77.0 tx/s   29.4 Mgas/s      0+ 4178 Qed  #2849768   38/50 peers      4 MiB chain  185 MiB db   48 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:47  Syncing #2845650 0x01cc…cbc8    13.60 blk/s   86.8 tx/s   29.2 Mgas/s      0+ 4106 Qed  #2849768   38/50 peers      4 MiB chain  185 MiB db   47 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:52  Syncing #2845945 0x3266…d5fe    59.00 blk/s  162.8 tx/s   40.1 Mgas/s      0+ 3818 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   45 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:12:57  Syncing #2846378 0xf76a…30df    86.58 blk/s  196.0 tx/s   51.8 Mgas/s      0+ 3386 Qed  #2849768   38/50 peers      4 MiB chain  184 MiB db   41 MiB queue   57 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:02  Syncing #2846685 0x7b90…4545    61.41 blk/s  113.4 tx/s   33.8 Mgas/s   3657+ 5190 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   99 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:07  Syncing #2847059 0x9a8e…2c3f    74.80 blk/s  149.2 tx/s   38.6 Mgas/s      0+ 8530 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   97 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:12  Syncing #2847423 0x0516…03c8    72.80 blk/s  186.0 tx/s   46.5 Mgas/s      0+ 8170 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   94 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:17  Syncing #2847492 0xaac3…d8de    13.80 blk/s  281.5 tx/s   83.3 Mgas/s      0+ 8098 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   89 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:22  Syncing #2847532 0x9a8a…0f14     8.00 blk/s   82.2 tx/s   30.9 Mgas/s      0+ 8062 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   88 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:27  Syncing #2847570 0x4e0c…0f74     7.60 blk/s   80.2 tx/s   29.1 Mgas/s      0+ 8014 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   87 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:32  Syncing #2847603 0x2826…8d3e     6.60 blk/s   74.4 tx/s   26.7 Mgas/s      0+ 7990 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   86 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:37  Syncing #2847638 0x5509…32d5     7.00 blk/s   77.8 tx/s   27.3 Mgas/s      0+ 7954 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   85 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:42  Syncing #2847681 0x6fa3…96d6     8.60 blk/s   87.0 tx/s   29.8 Mgas/s      0+ 7906 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   84 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:47  Syncing #2847721 0x0f94…eec3     8.00 blk/s   83.2 tx/s   29.6 Mgas/s      0+ 7870 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   83 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:52  Syncing #2847758 0x5c63…bd23     7.20 blk/s   77.6 tx/s   28.9 Mgas/s      0+ 7834 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   82 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:13:57  Syncing #2847796 0x67d2…e446     7.80 blk/s   81.4 tx/s   29.0 Mgas/s      0+ 7798 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   81 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:02  Syncing #2847838 0x65cb…b520     8.40 blk/s   82.0 tx/s   28.4 Mgas/s      0+ 7750 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   80 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:07  Syncing #2847883 0x9cbf…c73e     9.00 blk/s   85.4 tx/s   30.3 Mgas/s      0+ 7702 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   79 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:12  Syncing #2847926 0x9516…00fc     8.60 blk/s   81.2 tx/s   30.2 Mgas/s      0+ 7666 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   78 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:17  Syncing #2847966 0x6ca8…1e6a     8.00 blk/s   79.4 tx/s   28.4 Mgas/s      0+ 7618 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   77 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:22  Syncing #2848171 0x6c77…72a1    41.00 blk/s  116.4 tx/s   39.2 Mgas/s      0+ 7414 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   75 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:27  Syncing #2848421 0x24fa…2399    50.00 blk/s  127.6 tx/s   44.0 Mgas/s      0+ 7174 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   73 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:32  Syncing #2848702 0x93d2…5ab3    56.16 blk/s  123.3 tx/s   45.1 Mgas/s      0+ 6886 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   70 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:37  Syncing #2849062 0x3054…d1c3    72.00 blk/s  139.4 tx/s   45.2 Mgas/s      0+ 6526 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   67 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:42  Syncing #2849402 0xaa8a…6396    68.00 blk/s  177.0 tx/s   50.3 Mgas/s      0+ 6190 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   64 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:47  Syncing #2849692 0x612f…0f85    58.00 blk/s  155.8 tx/s   40.9 Mgas/s      0+ 5902 Qed  #2855596   38/50 peers      4 MiB chain  185 MiB db   61 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:52  Syncing #2849907 0x2947…8075    43.00 blk/s  140.2 tx/s   42.8 Mgas/s      0+ 5686 Qed  #2855596   38/50 peers      3 MiB chain  184 MiB db   59 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:14:57  Syncing #2850047 0xbdc1…7eda    28.00 blk/s  102.4 tx/s   30.9 Mgas/s      0+ 5542 Qed  #2855596   38/50 peers      3 MiB chain  184 MiB db   58 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:02  Syncing #2850196 0xba4a…4627    29.81 blk/s  113.0 tx/s   44.0 Mgas/s      0+ 5398 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   55 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:07  Syncing #2850346 0xf43e…d4f4    29.80 blk/s  104.0 tx/s   33.9 Mgas/s      0+ 5242 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   53 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:12  Syncing #2850466 0x13ee…4aed    24.20 blk/s  114.2 tx/s   35.7 Mgas/s      0+ 5122 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   52 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:17  Syncing #2850512 0x1926…c434     9.00 blk/s   83.2 tx/s   27.9 Mgas/s      0+ 5074 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   51 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:22  Syncing #2850567 0xec86…8925    11.20 blk/s   92.2 tx/s   28.9 Mgas/s      0+ 5026 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   50 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:27  Syncing #2850597 0x7398…88ea     6.00 blk/s   84.4 tx/s   27.9 Mgas/s      0+ 4990 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   49 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:32  Syncing #2850627 0x3e78…f82c     6.00 blk/s   81.6 tx/s   29.1 Mgas/s      0+ 4966 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   48 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:37  Syncing #2850749 0x1d78…3302    24.40 blk/s  103.0 tx/s   33.5 Mgas/s      0+ 4846 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   46 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:42  Syncing #2850805 0x072b…9745    11.20 blk/s   75.8 tx/s   27.4 Mgas/s      0+ 4786 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   45 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:47  Syncing #2850860 0xe48f…447c    11.00 blk/s   81.2 tx/s   28.7 Mgas/s      0+ 4726 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   44 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:52  Syncing #2850922 0x5b6c…658c    12.40 blk/s   92.8 tx/s   29.7 Mgas/s      0+ 4666 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   43 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:15:57  Syncing #2850947 0xd4df…99ff     5.00 blk/s   81.2 tx/s   29.1 Mgas/s      0+ 4642 Qed  #2855596   38/50 peers      4 MiB chain  184 MiB db   42 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:02  Syncing #2850971 0x3e77…fe86     4.80 blk/s   76.4 tx/s   26.4 Mgas/s      0+ 4618 Qed  #2855596   37/50 peers      4 MiB chain  184 MiB db   41 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:07  Syncing #2850995 0xe5cf…741e     4.80 blk/s   79.8 tx/s   28.4 Mgas/s      0+ 4594 Qed  #2855596   37/50 peers      4 MiB chain  184 MiB db   40 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:12  Syncing #2851016 0x09a7…2380     4.20 blk/s   74.0 tx/s   26.2 Mgas/s      0+11811 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   87 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:17  Syncing #2851079 0x25f0…5f43    12.60 blk/s   91.2 tx/s   30.6 Mgas/s      0+11751 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   87 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:22  Syncing #2851216 0xc425…86ea    27.40 blk/s  101.8 tx/s   32.4 Mgas/s      0+11619 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   85 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
